position,champion_name,grade_x,lane,win_rate,pick_rate,ban_rate,pbi,games_played,ranking,grade_y,grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,custom_grade
94,Master Yi,4.333,top,39.9,0.32,23.66,-2,2381,iron,3.0,,"['Trundle', 'Yone', 'Jax', 'Sett', 'Garen']","['35.14', '39.02', '41.94', '42.86', '44.12']","['37', '41', '31', '35', '34']",[],[],[],3.6665
95,Mordekaiser,4.333,top,45.31,8.7,10.55,11,64205,iron,1.0,2.0,"['Singed', 'Yorick', 'Warwick', 'Jayce', 'Trundle']","['40.5', '44.37', '44.54', '45.64', '45.88']","['121', '471', '229', '149', '885']","['Poppy', 'Irelia', 'Camille', 'Shen', 'Rumble']","['62.3', '59.93', '57.78', '56.55', '56.46']","['61', '287', '180', '145', '147']",2.4443333333333332
96,Gangplank,4.333,top,40.51,1.6,1.71,-6,11769,iron,4.0,5.0,"['Yasuo', 'Warwick', 'Camille', 'Urgot', 'Kayle']","['30', '30.56', '35.48', '36.54', '37.21']","['60', '36', '31', '52', '86']","['Rumble', 'Pantheon', 'Heimerdinger', 'Dr. Mundo', 'Illaoi']","['59.38', '58.49', '58.33', '55.1', '54.55']","['32', '53', '36', '49', '132']",4.444333333333334
97,Irelia,4.333,top,41.04,3.04,8.8,-10,22397,iron,3.0,4.0,"['Shen', 'Dr. Mundo', 'Yorick', 'Mordekaiser', 'Warwick']","['37.5', '40', '40.09', '40.28', '40.63']","['56', '135', '227', '288', '64']","['Gnar', 'Rumble', ""Cho'Gath"", 'Jayce', 'Quinn']","['61.97', '60.34', '59.26', '59.04', '57.69']","['71', '58', '81', '83', '52']",3.7776666666666667
98,Vladimir,4.666,top,39.22,0.42,2.73,-2,3103,iron,4.0,,"['Trundle', 'Nasus', 'Malphite', 'Garen', 'Yasuo']","['26.67', '28.26', '36.36', '38.6', '38.71']","['45', '46', '33', '57', '31']","['Mordekaiser', 'Yone', 'Darius']","['63.89', '53.19', '52.78']","['36', '47', '36']",4.333
99,Elise,4.666,top,36.31,0.02,0.53,0,168,iron,3.0,,[],[],[],[],[],[],3.833
100,Anivia,4.666,top,37.97,0.06,0.79,0,453,iron,4.0,,[],[],[],[],[],[],4.333
101,Lucian,4.666,top,39.44,0.17,2.14,-1,1283,iron,4.0,,['Jax'],['41.94'],['31'],[],[],[],4.333
102,Wukong,4.666,top,43.14,0.47,0.42,0,3479,iron,3.0,,"['Jax', 'Garen', 'Mordekaiser', 'Sett', 'Nasus']","['35.71', '37.29', '38.24', '38.46', '42.11']","['42', '59', '34', '52', '38']","['Yone', 'Darius', 'Aatrox']","['61.67', '57.69', '51.43']","['60', '52', '35']",3.833
103,Ryze,5.0,top,40.18,0.23,0.3,-1,1665,iron,3.0,,"['Trundle', 'Teemo', 'Jax']","['39.47', '45.24', '48.39']","['38', '42', '31']",[],[],[],4.0
104,Viktor,5.0,top,39.07,0.05,0.81,0,366,iron,4.0,,[],[],[],[],[],[],4.5
105,Hwei,5.0,top,37.05,0.58,14.63,-5,4310,iron,5.0,,"['Urgot', 'Olaf', 'Nasus', 'Mordekaiser', 'Akali']","['25', '25.71', '32.47', '32.58', '34.38']","['32', '35', '77', '89', '32']","['Pantheon', 'Aatrox', 'Illaoi']","['51.61', '50.79', '50.62']","['31', '63', '81']",5.0
106,Taric,5.0,top,33.6,0.03,0.24,0,253,iron,5.0,,[],[],[],[],[],[],5.0
107,Skarner,5.333,top,38.2,0.04,0.13,0,267,iron,3.0,,[],[],[],[],[],[],4.1665
108,Sejuani,5.333,top,40.58,0.09,0.38,0,695,iron,5.0,,[],[],[],[],[],[],5.1665
109,Kog'Maw,5.333,top,38.85,0.04,0.49,0,296,iron,5.0,,[],[],[],[],[],[],5.1665
110,Xin Zhao,5.333,top,38.85,0.26,0.5,-1,1933,iron,4.0,,['Garen'],['31.58'],['38'],"['Teemo', 'Jax']","['51.52', '51.52']","['33', '33']",4.6665
1,Karthus,0.666,jungle,46.0,1.51,0.59,3,11365,iron,2.0,2.0,"['Zac', 'Xin Zhao', 'Jax', 'Briar', 'Udyr']","['40', '40.3', '41.49', '43.54', '43.75']","['35', '67', '94', '147', '32']","['Sejuani', 'Kindred', 'Fiddlesticks', 'Diana', 'Volibear']","['72.97', '67.31', '62.75', '62.5', '61.9']","['37', '52', '51', '80', '42']",1.5553333333333335
2,Jax,0.666,jungle,46.57,4.61,14.65,13,34651,iron,2.0,1.0,"['Mordekaiser', 'Ivern', 'Rammus', 'Talon', 'Brand']","['42.37', '43.9', '44.49', '44.64', '45.45']","['59', '41', '245', '56', '77']","['Rengar', 'Karthus', 'Nidalee', 'Evelynn', 'Fiddlesticks']","['63.41', '58.51', '58.11', '57.67', '57.5']","['123', '94', '74', '215', '120']",1.222
3,Bel'Veth,1.0,jungle,44.11,2.31,2.64,0,17357,iron,2.0,3.0,"['Brand', 'Teemo', 'Maokai', 'Rammus', 'Lillia']","['38.1', '40', '41.67', '42.98', '43.33']","['42', '55', '48', '121', '120']","['Nidalee', 'Sejuani', 'Mordekaiser', 'Lee Sin', 'Kindred']","['60.87', '57.14', '57.14', '56.37', '56.1']","['46', '63', '42', '204', '82']",2.0
4,Taliyah,1.0,jungle,41.34,0.66,0.27,-2,4969,iron,3.0,5.0,"['Briar', 'Xin Zhao', ""Kha'Zix"", 'Vi', 'Rammus']","['31.58', '36.36', '37.5', '38.71', '39.39']","['57', '33', '32', '31', '33']","['Ekko', 'Trundle', 'Viego', 'Lee Sin', 'Diana']","['66.67', '56.25', '54.41', '54.17', '53.85']","['30', '48', '68', '72', '39']",3.0
5,Rumble,1.0,jungle,43.92,0.28,1.07,0,2081,iron,3.0,,"['Master Yi', 'Kayn']","['38.24', '38.3']","['34', '47']",['Nocturne'],['63.16'],['38'],2.0
6,Skarner,1.333,jungle,45.66,0.39,0.13,1,2917,iron,3.0,,"['Trundle', 'Warwick', 'Master Yi']","['41.94', '43.1', '46.25']","['31', '58', '80']","['Lee Sin', 'Kayn', 'Shaco', 'Viego', 'Nocturne']","['56.76', '54.88', '54.55', '53.66', '52.08']","['37', '82', '33', '41', '48']",2.1665
7,Poppy,1.333,jungle,43.67,1.96,0.9,-1,14767,iron,3.0,3.0,"['Teemo', 'Wukong', 'Sejuani', 'Volibear', 'Amumu']","['30.23', '31.43', '36.36', '39.66', '43.27']","['43', '35', '55', '58', '104']","['Rengar', 'Fiddlesticks', 'Jarvan IV', 'Lee Sin', 'Nocturne']","['68.63', '68.29', '62.96', '59.18', '58.2']","['51', '41', '81', '245', '256']",2.4443333333333332
8,Rell,1.333,jungle,43.57,0.28,0.95,0,2114,iron,3.0,,['Master Yi'],['43.86'],['57'],"['Warwick', 'Lee Sin', 'Nocturne', 'Kayn']","['64.1', '62.5', '53.57', '52.17']","['39', '40', '56', '46']",2.1665
9,Briar,1.666,jungle,46.47,6.48,24.77,20,48708,iron,1.0,1.0,"['Sejuani', 'Maokai', 'Jax', 'Zac', 'Volibear']","['43.36', '44.69', '46.02', '46.43', '46.63']","['226', '179', '415', '140', '193']","['Taliyah', 'Nasus', ""Rek'Sai"", 'Kindred', ""Kha'Zix""]","['68.42', '67.24', '66.67', '60.32', '59.54']","['57', '58', '48', '252', '393']",1.222
10,Brand,1.666,jungle,46.1,1.26,10.05,3,9497,iron,2.0,2.0,"['Trundle', 'Kindred', 'Udyr', 'Briar', 'Viego']","['42.86', '43.4', '45.16', '46.41', '47.69']","['70', '53', '31', '153', '130']","['Evelynn', ""Bel'Veth"", 'Zac', 'Jarvan IV', 'Sejuani']","['62.3', '61.9', '61.54', '61.36', '60.47']","['61', '42', '39', '44', '43']",1.8886666666666667
11,Maokai,1.666,jungle,46.62,1.74,0.61,4,13105,iron,2.0,2.0,"['Nidalee', 'Zac', 'Volibear', 'Jax', 'Brand']","['33.33', '42.86', '42.86', '43', '44.44']","['42', '42', '42', '100', '36']","['Hecarim', 'Talon', 'Sylas', 'Kindred', 'Teemo']","['66.67', '66.67', '60.61', '60.34', '60']","['60', '30', '99', '58', '35']",1.8886666666666667
12,Singed,1.666,jungle,44.48,0.15,0.6,0,1142,iron,4.0,,[],[],[],[],[],[],2.833
13,Ekko,2.0,jungle,43.74,4.05,2.8,-2,30425,iron,2.0,2.0,"['Taliyah', 'Brand', 'Tryndamere', 'Wukong', 'Maokai']","['33.33', '40', '40.38', '41.25', '43.59']","['30', '60', '52', '80', '78']","['Nidalee', 'Elise', 'Zac', 'Udyr', 'Ivern']","['62.12', '59.46', '59.3', '58.97', '58.06']","['66', '37', '86', '78', '31']",2.0
14,Kayn,2.0,jungle,44.88,13.71,11.81,11,103070,iron,1.0,1.0,"['Trundle', 'Karthus', 'Maokai', 'Vi', 'Warwick']","['45.62', '46.72', '46.77', '46.81', '47.29']","['730', '259', '310', '722', '2377']","[""Rek'Sai"", 'Elise', 'Nunu & Willump', 'Ivern', 'Teemo']","['60', '58.65', '57.8', '56.44', '55.7']","['70', '133', '699', '101', '237']",1.3333333333333333
15,Zac,2.0,jungle,43.47,1.79,0.74,-1,13482,iron,3.0,3.0,"['Brand', 'Ekko', 'Hecarim', 'Master Yi', 'Shyvana']","['38.46', '40.7', '44.12', '45.02', '45.16']","['39', '86', '68', '251', '62']","['Nidalee', 'Gragas', 'Karthus', 'Kindred', 'Sylas']","['71.05', '66.67', '60', '58.73', '58.24']","['38', '30', '35', '63', '91']",2.6666666666666665
16,Talon,2.0,jungle,42.06,0.96,1.68,-2,7188,iron,3.0,4.0,"['Maokai', 'Jarvan IV', 'Shyvana', 'Viego', 'Warwick']","['33.33', '35.9', '40.54', '43.88', '44.12']","['30', '39', '37', '98', '136']","['Rammus', 'Evelynn', 'Jax', 'Shaco', 'Amumu']","['59.26', '57.69', '55.36', '55.1', '54.17']","['54', '52', '56', '98', '48']",3.0
17,Darius,2.0,jungle,40.89,0.4,17.25,-2,3008,iron,3.0,,"['Jax', 'Briar', 'Master Yi', 'Nocturne', 'Kayn']","['38.89', '39.39', '41.89', '42.31', '48.28']","['36', '33', '74', '78', '87']","['Warwick', 'Viego', 'Lee Sin']","['63.51', '55.88', '52.38']","['74', '34', '42']",2.5
18,Ivern,2.0,jungle,40.68,0.65,0.43,-2,4872,iron,4.0,5.0,"[""Kha'Zix"", 'Warwick', 'Shaco', 'Trundle', 'Ekko']","['30', '37.07', '37.1', '41.18', '41.94']","['30', '116', '62', '34', '31']","['Nunu & Willump', 'Diana', 'Jax', 'Rammus', 'Lee Sin']","['71.88', '58.97', '56.1', '51.52', '50.91']","['32', '39', '41', '33', '55']",3.6666666666666665
19,Sylas,2.0,jungle,42.11,3.71,17.02,-9,27882,iron,2.0,3.0,"['Tryndamere', 'Volibear', 'Maokai', 'Rammus', 'Nidalee']","['34.69', '38.82', '39.39', '39.63', '40']","['49', '85', '99', '164', '80']","['Gragas', 'Talon', 'Hecarim', 'Evelynn', 'Vi']","['57.14', '55.77', '52.94', '52.75', '52.6']","['63', '52', '119', '182', '173']",2.3333333333333335
20,Hecarim,2.333,jungle,41.55,3.4,2.17,-9,25545,iron,3.0,3.0,"['Teemo', 'Maokai', 'Wukong', 'Malphite', 'Brand']","['31.48', '33.33', '37.31', '39.02', '40.79']","['54', '60', '67', '41', '76']","['Elise', ""Kha'Zix"", 'Zac', 'Jarvan IV', 'Udyr']","['60.61', '56.74', '55.88', '55.56', '55.45']","['33', '178', '68', '108', '110']",2.7776666666666667
21,Master Yi,2.333,jungle,44.31,14.55,23.66,3,109387,iron,1.0,1.0,"['Rammus', 'Elise', 'Warwick', 'Karthus', 'Tryndamere']","['42.8', '45.3', '45.85', '45.95', '46.6']","['1166', '117', '2781', '222', '191']","['Nasus', ""Rek'Sai"", 'Malphite', 'Nidalee', ""Kha'Zix""]","['60.98', '60.92', '60', '59.84', '57.93']","['123', '87', '150', '254', '839']",1.4443333333333335
22,Kindred,2.333,jungle,41.38,2.62,0.85,-7,19668,iron,3.0,4.0,"['Karthus', 'Rammus', 'Mordekaiser', 'Maokai', 'Briar']","['32.69', '38.79', '39.39', '39.66', '39.68']","['52', '116', '33', '58', '252']","['Rengar', 'Brand', 'Wukong', 'Sylas', 'Ekko']","['59.52', '56.6', '56.36', '55.66', '54.67']","['84', '53', '55', '106', '150']",3.111
23,Graves,2.333,jungle,42.65,4.06,4.15,-6,30478,iron,2.0,2.0,"['Sejuani', 'Mordekaiser', 'Maokai', 'Briar', 'Zac']","['39.81', '40.63', '41.03', '42.12', '42.55']","['108', '32', '78', '368', '94']","['Tryndamere', 'Fiddlesticks', 'Nasus', 'Malphite', 'Rengar']","['74.47', '66.67', '60', '58.49', '56.9']","['47', '96', '35', '53', '58']",2.111
24,Mordekaiser,2.333,jungle,46.23,0.96,10.55,2,7237,iron,2.0,3.0,"['Lillia', ""Bel'Veth"", 'Lee Sin', 'Hecarim', 'Trundle']","['34.88', '42.86', '43.37', '46.43', '46.81']","['43', '42', '83', '56', '47']","['Shaco', 'Kindred', 'Nunu & Willump', 'Graves', ""Kha'Zix""]","['65.22', '60.61', '60', '59.38', '58.82']","['92', '33', '50', '32', '51']",2.4443333333333332
25,Gwen,2.333,jungle,41.83,0.37,1.81,-1,2766,iron,3.0,,"['Nocturne', 'Viego', 'Lee Sin', 'Master Yi', 'Warwick']","['35.09', '40.82', '46.88', '47.37', '47.54']","['57', '49', '32', '57', '61']",[],[],[],2.6665
26,Qiyana,2.666,jungle,38.58,0.23,0.29,-1,1721,iron,4.0,,"['Lee Sin', 'Nocturne', 'Kayn']","['36.67', '41.46', '45.71']","['30', '41', '35']",['Master Yi'],['60'],['35'],3.333
27,Rammus,2.666,jungle,47.37,4.25,11.16,15,31914,iron,2.0,1.0,"['Talon', 'Nasus', 'Zac', 'Amumu', 'Trundle']","['40.74', '42.86', '44.87', '47.33', '47.35']","['54', '49', '78', '243', '245']","['Nidalee', 'Udyr', 'Elise', 'Pantheon', 'Gragas']","['67.65', '67.39', '64.71', '63.16', '61.9']","['68', '92', '34', '38', '63']",1.8886666666666667
28,Zed,2.666,jungle,40.78,0.58,25.46,-3,4326,iron,2.0,,"['Briar', 'Warwick', 'Nocturne', 'Jax', 'Viego']","['32.61', '36.11', '39.76', '40', '42.22']","['46', '72', '83', '30', '45']",['Lee Sin'],['54.24'],['59'],2.333
29,Rek'Sai,2.666,jungle,39.92,0.52,0.36,-2,3915,iron,4.0,5.0,"['Briar', 'Nocturne', 'Amumu', 'Master Yi', 'Kayn']","['33.33', '35.44', '36.11', '39.08', '40']","['48', '79', '36', '87', '70']","['Diana', 'Viego', 'Lee Sin', 'Shaco', 'Warwick']","['60', '53.85', '53.45', '52.5', '51.72']","['30', '39', '58', '40', '87']",3.888666666666667
30,Viego,2.666,jungle,43.41,7.01,2.18,-5,52660,iron,2.0,2.0,"['Elise', 'Teemo', 'Pantheon', 'Lee Sin', 'Taliyah']","['36.73', '42.5', '42.59', '45.57', '45.59']","['49', '120', '54', '700', '68']","['Nidalee', 'Xin Zhao', 'Malphite', 'Rengar', 'Evelynn']","['66.88', '58.03', '57.89', '56.71', '56.56']","['154', '305', '76', '164', '343']",2.222
31,Urgot,2.666,jungle,43.31,0.13,1.65,0,979,iron,3.0,,[],[],[],[],[],[],2.833
32,Tryndamere,2.666,jungle,42.91,1.13,4.34,-1,8459,iron,3.0,4.0,"['Graves', 'Trundle', 'Amumu', 'Shyvana', 'Lillia']","['25.53', '36.73', '38.6', '38.89', '40']","['47', '49', '57', '36', '30']","['Sylas', ""Kha'Zix"", 'Xin Zhao', 'Ekko', 'Evelynn']","['65.31', '64.81', '63.27', '59.62', '56.76']","['49', '54', '49', '52', '37']",3.222
33,Camille,2.666,jungle,38.35,0.07,1.12,0,558,iron,4.0,,[],[],[],[],[],[],3.333
34,Lillia,3.0,jungle,46.37,3.0,2.49,7,22550,iron,2.0,1.0,"['Diana', 'Brand', 'Jarvan IV', 'Karthus', 'Teemo']","['45.75', '46.15', '46.24', '46.67', '46.67']","['212', '78', '93', '60', '60']","['Nasus', 'Volibear', 'Mordekaiser', 'Lee Sin', 'Gragas']","['66.67', '65.48', '65.12', '61.67', '61.54']","['30', '84', '43', '240', '52']",2.0
35,Nocturne,3.0,jungle,45.8,11.12,17.67,22,83566,iron,1.0,1.0,"['Poppy', 'Rammus', 'Shyvana', 'Mordekaiser', 'Brand']","['41.8', '43.43', '44.47', '44.6', '45.54']","['256', '746', '434', '139', '224']","[""Rek'Sai"", 'Elise', 'Pantheon', 'Lee Sin', 'Nidalee']","['64.56', '59.41', '56.64', '56.44', '56.3']","['79', '101', '113', '1212', '254']",1.6666666666666667
36,Rengar,3.0,jungle,38.8,2.35,1.39,-13,17638,iron,4.0,5.0,"['Poppy', 'Jarvan IV', 'Jax', 'Trundle', 'Kindred']","['31.37', '34.85', '36.59', '37.97', '40.48']","['51', '66', '123', '79', '84']","['Gragas', 'Ekko', 'Lee Sin', 'Fiddlesticks', 'Sylas']","['56.76', '53.57', '52.6', '52.31', '52.17']","['37', '112', '173', '65', '69']",4.0
37,Teemo,3.0,jungle,45.88,1.51,18.96,3,11324,iron,2.0,2.0,"['Evelynn', 'Maokai', 'Diana', 'Udyr', 'Kayn']","['38.46', '40', '43.62', '43.75', '44.3']","['91', '35', '94', '32', '237']","['Poppy', 'Hecarim', 'Lee Sin', ""Bel'Veth"", 'Nidalee']","['69.77', '68.52', '60.67', '60', '58.33']","['43', '54', '150', '55', '36']",2.3333333333333335
38,Shen,3.0,jungle,42.07,0.18,0.25,0,1388,iron,3.0,,[],[],[],['Master Yi'],['56.76'],['37'],3.0
39,Lee Sin,3.0,jungle,41.04,9.5,9.61,-33,71389,iron,2.0,2.0,"['Lillia', 'Teemo', 'Karthus', 'Poppy', 'Elise']","['38.33', '39.33', '40.27', '40.82', '41.27']","['240', '150', '149', '245', '63']","['Mordekaiser', 'Fiddlesticks', 'Tryndamere', 'Viego', 'Gragas']","['56.63', '54.63', '54.63', '54.43', '53.38']","['83', '216', '108', '700', '148']",2.3333333333333335
40,Dr. Mundo,3.0,jungle,45.02,0.41,3.34,0,3052,iron,3.0,,"['Viego', 'Shaco', 'Master Yi']","['48.57', '48.65', '49.28']","['35', '37', '69']","['Lee Sin', 'Kayn', 'Warwick', 'Briar', 'Nocturne']","['61.11', '56.45', '55.13', '53.49', '53.06']","['36', '62', '78', '43', '49']",3.0
41,Jarvan IV,3.0,jungle,43.28,3.17,1.66,-3,23845,iron,3.0,3.0,"['Gragas', 'Poppy', 'Brand', 'Trundle', 'Briar']","['36.96', '37.04', '38.64', '40', '42.48']","['46', '81', '44', '155', '226']","['Rengar', 'Talon', 'Wukong', 'Nidalee', 'Malphite']","['65.15', '64.1', '63.93', '61.54', '58.97']","['66', '39', '61', '52', '39']",3.0
42,Udyr,3.0,jungle,42.98,1.96,0.82,-2,14735,iron,3.0,4.0,"['Rammus', 'Shyvana', 'Nidalee', 'Ekko', 'Trundle']","['32.61', '35.44', '39.02', '41.03', '41.96']","['92', '79', '41', '78', '112']","['Wukong', 'Sejuani', 'Nunu & Willump', 'Gragas', 'Rengar']","['64.86', '64.41', '63.37', '58.06', '57.78']","['37', '59', '101', '31', '45']",3.3333333333333335
43,Kha'Zix,3.333,jungle,41.54,5.09,3.63,-14,38258,iron,3.0,3.0,"['Tryndamere', 'Trundle', 'Briar', 'Mordekaiser', 'Master Yi']","['35.19', '39', '40.46', '41.18', '42.07']","['54', '200', '393', '51', '839']","['Ivern', 'Taliyah', 'Nasus', 'Diana', 'Nunu & Willump']","['70', '62.5', '56.25', '56.16', '55.98']","['30', '32', '32', '276', '209']",3.111
44,Trundle,3.333,jungle,47.29,3.92,15.29,15,29470,iron,1.0,1.0,"['Taliyah', 'Malphite', 'Karthus', ""Bel'Veth"", 'Sejuani']","['41.67', '45.65', '46.81', '47.66', '49.32']","['48', '46', '94', '107', '146']","['Tryndamere', 'Rengar', 'Fiddlesticks', ""Kha'Zix"", 'Jarvan IV']","['63.27', '62.03', '61.68', '61', '60']","['49', '79', '107', '200', '155']",1.7776666666666667
45,Pantheon,3.333,jungle,41.8,0.72,3.98,-2,5409,iron,3.0,5.0,"['Rammus', 'Xin Zhao', 'Nocturne', 'Warwick', 'Diana']","['36.84', '40.63', '43.36', '43.56', '46.34']","['38', '32', '113', '101', '41']","['Nunu & Willump', 'Viego', 'Evelynn', 'Kindred', 'Lee Sin']","['66.04', '57.41', '56.6', '54.84', '52.54']","['53', '54', '53', '31', '59']",3.7776666666666667
46,Evelynn,3.333,jungle,42.12,3.67,2.57,-8,27619,iron,2.0,3.0,"['Brand', 'Sejuani', 'Diana', 'Talon', 'Jax']","['37.7', '40', '41.79', '42.31', '42.33']","['61', '100', '268', '52', '215']","['Malphite', 'Teemo', 'Nidalee', 'Wukong', 'Gragas']","['63.64', '61.54', '58.14', '57.63', '56.14']","['33', '91', '86', '59', '57']",2.7776666666666667
47,Olaf,3.333,jungle,40.88,0.44,2.02,-1,3305,iron,3.0,,"['Briar', 'Nocturne', 'Rammus', 'Kayn', 'Warwick']","['34.29', '36.36', '37.5', '46.15', '48.39']","['35', '66', '32', '65', '93']","['Viego', 'Master Yi', 'Nunu & Willump']","['54.29', '51.85', '51.61']","['35', '81', '31']",3.1665
48,Yorick,3.333,jungle,44.52,0.18,6.84,0,1323,iron,3.0,,['Master Yi'],['40'],['30'],[],[],[],3.1665
49,Fiddlesticks,3.333,jungle,42.58,2.25,0.9,-4,16885,iron,3.0,4.0,"['Poppy', 'Graves', 'Karthus', 'Diana', 'Trundle']","['31.71', '33.33', '37.25', '38.13', '38.32']","['41', '96', '51', '139', '107']","['Sejuani', 'Nidalee', 'Sylas', 'Shaco', 'Hecarim']","['62.96', '60.53', '58.49', '55.39', '55.2']","['54', '38', '106', '204', '125']",3.4443333333333332
50,Volibear,3.333,jungle,45.41,1.97,2.03,3,14825,iron,2.0,3.0,"['Lillia', 'Karthus', 'Wukong', 'Vi', 'Hecarim']","['34.52', '38.1', '42.11', '44.21', '45.57']","['84', '42', '38', '95', '79']","['Malphite', 'Sylas', 'Poppy', 'Maokai', 'Gragas']","['62.5', '61.18', '60.34', '57.14', '56.41']","['32', '85', '58', '42', '39']",2.7776666666666667
51,Riven,3.666,jungle,34.59,0.13,0.83,-1,980,iron,4.0,,[],[],[],[],[],[],3.833
52,Elise,3.666,jungle,40.66,0.72,0.53,-3,5438,iron,3.0,5.0,"['Rammus', 'Shaco', 'Warwick', 'Hecarim', 'Ekko']","['35.29', '38.46', '39.09', '39.39', '40.54']","['34', '52', '110', '33', '37']","['Viego', 'Lee Sin', 'Evelynn', 'Master Yi']","['63.27', '58.73', '56.1', '54.7']","['49', '63', '41', '117']",3.888666666666667
